	pmid	keywords	pub_types
75	32420957	['*Betacoronavirus', 'Coronavirus Infections/epidemiology/*prevention & control/transmission', 'Humans', 'Italy/epidemiology', 'Pandemics/*prevention & control', 'Pneumonia, Viral/epidemiology/*prevention & control/transmission'],  	['Letter']
76	32420956	['*Betacoronavirus', 'Coronavirus Infections/*epidemiology', 'History, 17th Century', 'Italy/epidemiology', 'Pandemics', 'Plague/epidemiology/*history', 'Pneumonia, Viral/*epidemiology'],  	['Historical Article', 'Letter']
77	32420955	['Adolescent', '*Betacoronavirus', 'Child', 'Clinical Laboratory Techniques', 'Coronavirus Infections/diagnosis/*epidemiology', 'Female', 'Humans', 'Italy/epidemiology', 'Male', 'Pandemics', 'Pneumonia, Viral/diagnosis/*epidemiology'],  	['Letter']
78	32420954	['Betacoronavirus', 'China', 'Coronavirus Infections', 'Disease Outbreaks', 'Humans', 'Otolaryngologists', 'Pandemics', 'Pneumonia, Viral', '*Smell', '*Taste'],  	['Journal Article', 'Comment']
79	32420953	['Betacoronavirus', '*Coronavirus Infections/diagnosis/epidemiology/virology', 'Humans', '*Pandemics', '*Plague/epidemiology', '*Pneumonia, Viral/diagnosis/epidemiology/virology', '*Quarantine'],  	['Letter']
80	32420952	['*Betacoronavirus', '*Coronavirus Infections', 'Gross Domestic Product', 'Humans', 'Pandemics', 'Pneumonia, Viral'],  	['Journal Article', 'Comment']
81	32420951	['*Betacoronavirus', 'Biometry', 'Coronavirus Infections/*mortality', 'Data Interpretation, Statistical', 'Disease Outbreaks', 'Humans', 'Pandemics', 'Pneumonia, Viral/*mortality'],  	['Letter']
82	32420950	['Betacoronavirus', 'Coronavirus Infections', '*Hemoglobinopathies', 'Humans', 'Pandemics', 'Pneumonia, Viral', '*Thalassemia', 'Turkey'],  	['Letter', 'Comment']
83	32420949	['Anemia, Sickle Cell/*complications', '*Betacoronavirus', 'Coronavirus Infections/*complications', 'Humans', 'Pandemics', 'Pneumonia, Viral/*complications', 'Societies, Medical', 'Thalassemia'],  	['Journal Article']
84	32420948	['Adolescent', '*Betacoronavirus', 'Child', 'Child, Preschool', 'Clinical Laboratory Techniques', 'Coronavirus Infections/complications/diagnosis/*epidemiology', 'Female', 'Fever/etiology', 'Humans', 'Italy/epidemiology', 'Male', 'Pandemics', 'Pneumonia, Viral/complications/diagnosis/*epidemiology'],  	['Letter']
85	32420947	['BCG Vaccine/*immunology', '*Betacoronavirus', 'Coronavirus Infections/immunology/*prevention & control', 'Humans', 'Mycobacterium bovis/*immunology', 'Pandemics/*prevention & control', 'Pneumonia, Viral/immunology/*prevention & control', 'Tuberculosis/immunology/prevention & control'],  	['Journal Article', 'Review']
86	32420946	['Administration, Oral', '*Betacoronavirus', 'Child', '*Coronavirus Infections/complications', '*Food Hypersensitivity/complications/immunology/therapy', 'Humans', 'Immunotherapy', '*Pandemics', '*Pneumonia, Viral/complications'],  	['Journal Article', 'Review']
87	32420944	['Animals', 'Betacoronavirus/genetics', 'Coronavirus/*genetics', 'Genome, Viral', 'Genotype', 'Humans', 'MicroRNAs/*genetics', 'Virus Replication'],  	['Journal Article', 'Review']
88	32420943	['Adolescent', '*Betacoronavirus', 'Child', 'Clinical Laboratory Techniques', 'Coronavirus Infections/*diagnosis', 'Humans', 'Pandemics', 'Pneumonia, Viral/*diagnosis', 'Young Adult'],  	['Journal Article', 'Review']
89	32420942	['*Betacoronavirus', 'Cardiovascular Diseases/*virology', 'Child', 'Coronavirus Infections/*diagnosis', 'Diagnostic Errors', 'Humans', 'Mucocutaneous Lymph Node Syndrome/diagnosis', 'Pandemics', 'Pneumonia, Viral/*diagnosis'],  	['Journal Article', 'Review']
90	32420929	['Acute Disease', 'Adolescent', '*Betacoronavirus', 'Child', 'Child, Preschool', 'Coronavirus Infections/complications/*diagnosis', 'Emergency Service, Hospital', 'Female', 'Gastrointestinal Diseases/virology', 'Humans', 'Infant', 'Infant, Newborn', 'Male', 'Pandemics', '*Patient Admission', 'Pneumonia, Viral/complications/*diagnosis', 'Triage'],  	['Journal Article']
91	32420928	['Aged', '*Betacoronavirus', 'Communication', '*Coronavirus Infections', 'Family', 'Female', 'Humans', 'Internet', 'Male', 'Middle Aged', '*Pandemics', '*Pneumonia, Viral', 'Software'],  	['Journal Article']
92	32420926	['Adult', 'Attitude', '*Betacoronavirus', 'Coronavirus Infections/*diagnosis', 'Female', 'Humans', 'Italy', 'Knowledge', 'Male', 'Middle Aged', 'Pandemics', 'Pneumonia, Viral/*diagnosis', '*Point-of-Care Systems', 'Workforce'],  	['Journal Article']
93	32420925	['*Betacoronavirus', 'Blood Transfusion', 'Coronavirus Infections/*complications', 'Humans', 'Pandemics', 'Pneumonia, Viral/*complications', 'Risk Factors', 'Splenectomy', 'Thalassemia/*complications'],  	['Journal Article']
94	32420924	['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', '*Betacoronavirus', 'Censuses', 'Child', 'Child, Preschool', 'Coronavirus Infections/*epidemiology', 'Emergency Service, Hospital', 'Epidemics', 'Hospitals, Urban', 'Humans', 'Infant', 'Infant, Newborn', 'Middle Aged', 'Pandemics', 'Pneumonia, Viral/*epidemiology', 'Young Adult'],  	['Journal Article']
95	32420923	['Adult', '*Betacoronavirus', 'Coronavirus Infections/epidemiology/*therapy', '*Emergency Medical Services', 'Epidemics', 'Humans', 'Intelligence', 'Italy/epidemiology', 'Male', 'Pandemics', 'Pneumonia, Viral/epidemiology/*therapy', 'Time Factors'],  	['Journal Article']
96	32420922	['*Betacoronavirus', 'Coronavirus Infections/*economics/epidemiology/psychology', 'Humans', 'Italy/epidemiology', 'Pandemics/*economics', 'Pneumonia, Viral/*economics/epidemiology/psychology', 'Public Health', 'Quarantine', 'Risk Factors'],  	['Journal Article']
97	32420920	['*Betacoronavirus', 'Cities', 'Coronavirus Infections/mortality/therapy/*transmission', 'Hospitals', 'Humans', 'Italy/epidemiology', 'Pandemics', 'Pneumonia, Viral/mortality/therapy/*transmission', 'Urban Health'],  	['Journal Article']
98	32420919	['*Betacoronavirus', 'Culture', 'Emergency Medical Services', 'Humans', '*Public Health/standards', '*Urban Health'],  	['Journal Article']
99	32420918	['*Betacoronavirus', 'Biomedical Research', '*Coronavirus Infections', 'Humans', '*Pandemics', '*Pneumonia, Viral'],  	['Editorial']
100	32420913	['*Autopsy', 'Betacoronavirus', '*Coronavirus Infections', '*Forensic Dentistry', 'Humans', '*Infection Control', '*Pandemics', '*Pneumonia, Viral'],  	['Journal Article']
101	32420705	['Betacoronavirus', '*Coronavirus Infections/therapy', '*Decision Making', '*General Practitioners', 'Home Care Services', '*Hospitalization', 'Hospitals', 'Humans', '*Pandemics', '*Pneumonia, Viral/therapy', '*Primary Health Care', 'Respiratory Insufficiency'],  	['Journal Article']
102	32419941	['*Betacoronavirus', '*Coronavirus Infections', 'Humans', '*Pandemics', 'Pharmacy Service, Hospital', '*Pneumonia, Viral', '*Societies, Medical'], ['*accident & emergency medicine', '*anaesthesia', '*anaesthetics', '*intensive & critical care', '*pain management']	['News']
103	32419401	['Adult', 'Betacoronavirus', 'Communicable Diseases, Emerging/epidemiology', 'Coronavirus Infections/diagnosis/*epidemiology/therapy', 'Disease Outbreaks/prevention & control', 'Emergency Medical Services', '*Emergency Service, Hospital', 'Female', '*Health Facility Closure', 'Humans', 'Male', 'Middle Aged', 'Pandemics', 'Pneumonia, Viral/diagnosis/*epidemiology/therapy', 'Republic of Korea/epidemiology', 'Retrospective Studies', 'Tertiary Care Centers', 'Triage'], ['COVID-19 Crisis', 'Chest X-ray', 'Nosocomial Transmission', 'Revised Triage', 'Surveillance Protocol', 'Temporary ED Closure']	['Journal Article']
104	32419400	['Betacoronavirus', 'Coronavirus Infections/*epidemiology/prevention & control', 'Disease Outbreaks/prevention & control', 'Humans', 'Influenza, Human/epidemiology/*prevention & control', 'Pandemics/prevention & control', 'Pneumonia, Viral/*epidemiology/prevention & control', 'Republic of Korea/epidemiology', 'Social Distance'], ['Coronavirus Disease 2019', 'Influenza', 'Social Distancing']	['Journal Article']
105	32419010	['Anxiety/*epidemiology', 'Coronavirus Infections/*epidemiology', '*Disease Outbreaks', 'Health Personnel/*psychology', 'Humans', 'Mass Screening/*organization & administration', '*Morale', 'Pandemics', 'Pneumonia, Viral/*epidemiology', 'Singapore/epidemiology'],  	['Journal Article']
106	32417872	['Betacoronavirus', 'Coronavirus', '*Coronavirus Infections/economics/epidemiology/prevention & control', 'Cost of Illness', 'Epidemiological Monitoring', 'Human Activities', 'Humans', 'Nepal/epidemiology', '*Pandemics/economics/prevention & control', '*Pneumonia, Viral/economics/epidemiology/prevention & control', 'Public Health', 'Quarantine', '*Sickness Impact Profile'], ['COVID-19; Lockdown; Exit Strategy; Nepal']	['Journal Article']
107	32417870	['Betacoronavirus', 'Clinical Laboratory Techniques/*ethics', '*Coronavirus', '*Coronavirus Infections/diagnosis/drug therapy/epidemiology/prevention & control/therapy', 'Decision Making', 'Delivery of Health Care/*ethics', 'Disaster Planning', 'Humans', 'Nepal/epidemiology', 'Pandemics/*ethics/prevention & control', '*Pneumonia, Viral/diagnosis/epidemiology/prevention & control/therapy', 'Resource Allocation', 'Ventilators, Mechanical/supply & distribution'], ['COVID-19; ethics; public health; strategy.']	['Journal Article']
108	32417862	['Betacoronavirus', '*Civil Defense', '*Coronavirus', '*Coronavirus Infections/epidemiology/prevention & control', 'Emergencies', 'Emergency Service, Hospital/*organization & administration', 'Humans', 'Nepal/epidemiology', '*Pandemics', 'Personal Protective Equipment/supply & distribution', '*Pneumonia, Viral/epidemiology/prevention & control', 'Surveys and Questionnaires'], ['COVID-19; hospital preparedness; Nepal.']	['Journal Article']
109	32416901	['Betacoronavirus', '*Coronavirus', '*Coronavirus Infections/epidemiology/prevention & control/transmission', 'Female', 'Humans', '*Pandemics', '*Pneumonia, Viral/epidemiology/prevention & control/transmission', 'Pregnancy', 'Pregnancy Outcome', 'Pregnant Women', 'Severe Acute Respiratory Syndrome'],  	['Letter']
110	32415481	['*Betacoronavirus', 'Coronavirus Infections/*complications', 'Heart Diseases/*etiology', 'Humans', 'Pandemics', 'Peptidyl-Dipeptidase A/metabolism', 'Pneumonia, Viral/*complications', 'Signal Transduction'], ['*2019-nCoV', '*Angiotensin-converting enzyme-2', '*COVID-19', '*Cardiac injury', '*SARS-CoV-2']	['Journal Article', 'Review']
111	32415297	['Betacoronavirus', 'Coronavirus Infections/*epidemiology', 'Food Assistance', 'Food Industry/*organization & administration', 'Food Supply/*economics', 'Humans', 'Occupational Exposure', 'Pandemics', 'Pneumonia, Viral/*epidemiology'],  	['Editorial']
112	32415276	['Adenosine Monophosphate/analogs & derivatives/pharmacology/therapeutic use', 'Alanine/analogs & derivatives/pharmacology/therapeutic use', 'Animals', 'Antiviral Agents/chemistry/*pharmacology', 'Azoles/pharmacology', 'Betacoronavirus/*chemistry/drug effects/enzymology/*immunology', 'China', 'Coronavirus Infections/immunology/prevention & control', 'Cryoelectron Microscopy', 'Crystallization', 'Crystallography, X-Ray', 'Cysteine Endopeptidases/chemistry/metabolism', '*Drug Design', 'Drug Evaluation, Preclinical', 'Germany', 'High-Throughput Screening Assays', 'Humans', 'Mice', 'National Institutes of Health (U.S.)/economics/organization & administration', 'Organoselenium Compounds/pharmacology', 'Peptidyl-Dipeptidase A/chemistry/metabolism', 'Protease Inhibitors/pharmacology', 'RNA Replicase/antagonists & inhibitors/chemistry/metabolism', 'Spike Glycoprotein, Coronavirus/chemistry/metabolism', 'Synchrotrons', 'Time Factors', 'United Kingdom', 'United States', 'Viral Nonstructural Proteins/antagonists & inhibitors/chemistry/metabolism', 'Viral Proteins/*antagonists & inhibitors/*chemistry/immunology', '*Viral Vaccines/chemistry/immunology'], ['*Drug discovery', '*SARS-CoV-2', '*Structural biology', '*Virology']	['Journal Article']
113	32415004	['Betacoronavirus', '*Coronavirus Infections', 'Disease Outbreaks/*prevention & control', 'Humans', 'India/epidemiology', '*Pandemics', '*Pneumonia, Viral'],  	['Journal Article']
114	32414997	['Betacoronavirus', '*Coronavirus Infections', 'Disease Outbreaks/*prevention & control', 'Humans', 'India/epidemiology', '*Pandemics', '*Pneumonia, Viral'],  	['Journal Article']
115	32414996	['Consensus', '*Coronavirus Infections/epidemiology/prevention & control/transmission', 'Disease Transmission, Infectious/*prevention & control', 'Humans', 'Infection Control/*standards', 'Infectious Disease Transmission, Patient-to-Professional/prevention & control', 'Neurology/*standards', 'Neurosurgery/*standards', 'Neurosurgical Procedures', '*Pandemics/prevention & control', 'Patient Care/*standards', 'Personal Protective Equipment', '*Pneumonia, Viral/epidemiology/prevention & control/transmission'], ['COVID-19', 'neurology', 'neurosurgery', 'protocols']	['Journal Article', 'Review']
116	32414995	['Betacoronavirus', '*Coronavirus Infections/epidemiology/prevention & control/transmission', 'Humans', 'India/epidemiology', '*Neurologists', '*Neurosurgeons', '*Pandemics/prevention & control', '*Pneumonia, Viral/epidemiology/prevention & control/transmission'],  	['Editorial']
117	32414982	['Animals', 'Betacoronavirus', '*Coronavirus', '*Coronavirus Infections', 'Humans', 'Pandemics', 'Pneumonia, Viral', '*Veterinarians'],  	['Letter', 'Comment']
118	32414981	['Animals', 'Betacoronavirus', '*Coronavirus', '*Coronavirus Infections', 'Humans', 'Pandemics', 'Pneumonia, Viral', '*Veterinarians'],  	['Letter', 'Comment']
119	32414770	['Coronavirus Infections/*epidemiology/*prevention & control', 'England/epidemiology', '*Health Policy', 'Humans', 'Pandemics/*prevention & control', 'Pneumonia, Viral/*epidemiology/*prevention & control', 'State Medicine/organization & administration'],  	['Editorial']
120	32414765	['Coronavirus Infections/epidemiology/*prevention & control', 'Humans', 'Pandemics/*prevention & control', '*Personal Protective Equipment', 'Pneumonia, Viral/epidemiology/*prevention & control', '*Practice Guidelines as Topic', 'State Medicine/organization & administration', 'United Kingdom/epidemiology'],  	['Letter']
121	32414755	['Betacoronavirus/isolation & purification', 'Coronavirus Infections/immunology/*physiopathology', 'Disease Susceptibility/chemically induced', 'Humans', 'Immunosuppressive Agents/*adverse effects/therapeutic use', 'Multiple Sclerosis/drug therapy', 'Pandemics', 'Pneumonia, Viral/immunology/*physiopathology', 'Risk Assessment'],  	['Journal Article']
122	32414748	"['*Altruism', 'Betacoronavirus', '*Coronavirus Infections', '*Health Policy', 'Humans', 'Hygiene', '*Pandemics', '*Pneumonia, Viral', 'Sanitation', 'Sex Factors', ""*Women's Health""], ['*health policy', '*health systems']"	['Journal Article']
123	32414743	['Bacterial Infections/*complications/diagnosis', '*Betacoronavirus', '*Coinfection', 'Coronavirus Infections/*complications/diagnosis', 'Humans', 'Pandemics', 'Pneumonia, Viral/*complications/diagnosis', 'Procalcitonin/*blood'],  	['Letter']
124	32414716	['Automobile Driving', '*Betacoronavirus', 'Clinical Laboratory Techniques/*methods', 'Coronavirus Infections/*diagnosis', 'Humans', 'Pandemics', 'Pneumonia, Viral/*diagnosis', 'Practice Guidelines as Topic'], ['*COVID-19', '*SARS-CoV-2', '*health economics', '*innovation', '*testing']	['Journal Article']
125	32414714	['*Betacoronavirus', '*Coronavirus Infections', 'Humans', '*Pandemics', 'Physicians', '*Pneumonia, Viral'],  	['Editorial']
126	32414712	['Coronavirus Infections/*epidemiology/*prevention & control', 'Humans', 'Pandemics/*prevention & control', 'Pneumonia, Viral/*epidemiology/*prevention & control', '*Public Health Practice', 'United Kingdom/epidemiology'],  	['Editorial']
127	32414420	['Betacoronavirus', 'Coronavirus Infections/*therapy', 'Humans', 'Male', 'Middle Aged', 'Pandemics', 'Pneumonia, Viral/*therapy', '*Prone Position', 'Respiration, Artificial/*methods', 'Retrospective Studies'], ['*Prone position ventilation', '*SARS-CoV-2']	['Letter']
128	32414417	['Betacoronavirus', '*Coronavirus', 'Coronavirus Infections', 'Humans', 'Pandemics', 'Plasma Exchange', 'Pneumonia, Viral', '*Shock, Septic'],  	['Letter', 'Comment']
129	32414407	['Betacoronavirus', 'Coronavirus Infections/prevention & control/*transmission', 'Head/surgery', 'Health Education', 'Hong Kong', 'Hospitalization', 'Humans', 'Infection Control/organization & administration/*standards', 'Infectious Disease Transmission, Patient-to-Professional/*prevention & control', 'Neck/surgery', 'Otolaryngology/organization & administration/*standards', 'Outpatient Clinics, Hospital/organization & administration/standards', '*Pandemics/prevention & control', 'Patient Care/methods/*standards', 'Pneumonia, Viral/prevention & control/*transmission', 'Telemedicine'],  	['Letter']
130	32414403	['Betacoronavirus', 'China', 'Coronavirus Infections', '*Critical Care', 'Humans', '*Intensive Care Units', 'Italy', 'Pandemics', 'Pneumonia, Viral'], ['*COVID-19', '*ICU', '*SARS-CoV-2']	['Letter', 'Comment']
